"date_created","description","followers","following","id","image_url","is_bot","last_updated","name","screen_name","political_leaning","account_category"
"0000-00-00 00:00:00",,"112","56","2257312866",,"1","0000-00-00 00:00:00",,"IGORBEREJNEV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"475","322","2257336208",,"1","0000-00-00 00:00:00",,"CRAZYCRETACEOUS","Russian","NonEnglish"
"0000-00-00 00:00:00",,"194","1","2257395823",,"1","0000-00-00 00:00:00",,"HAMEEDALMUR66","Spanish","NonEnglish"
"0000-00-00 00:00:00",,"269","159","2257531735",,"1","0000-00-00 00:00:00",,"FASTLIVE_5","Russian","NonEnglish"
"0000-00-00 00:00:00",,"504","374","2257619083",,"1","0000-00-00 00:00:00",,"SLAVINAOKSI","Russian","NonEnglish"
"0000-00-00 00:00:00",,"207","334","2257619514",,"1","0000-00-00 00:00:00",,"MYSUNNYSUN","Russian","NonEnglish"
"0000-00-00 00:00:00",,"778","1890","2257758241",,"1","0000-00-00 00:00:00",,"GUDIMOVONLINE","Russian","NonEnglish"
"0000-00-00 00:00:00",,"626","0","2257832792",,"1","0000-00-00 00:00:00",,"MUHSADIG","Russian","NonEnglish"
"0000-00-00 00:00:00",,"218","279","2258128272",,"1","0000-00-00 00:00:00",,"RITAPHILIPP","Russian","NonEnglish"
"0000-00-00 00:00:00",,"611","418","2258141400",,"1","0000-00-00 00:00:00",,"VALENTINKAMAEV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"285","403","2258157799",,"1","0000-00-00 00:00:00",,"DINADONA69","Russian","NonEnglish"
"0000-00-00 00:00:00",,"283","120","2258418752",,"1","0000-00-00 00:00:00",,"VAL_ZOL","Russian","NonEnglish"
"0000-00-00 00:00:00",,"131","1530","2258451828",,"1","0000-00-00 00:00:00",,"EGOROV_DIMC","Russian","NonEnglish"
"0000-00-00 00:00:00",,"257","134","2258452896",,"1","0000-00-00 00:00:00",,"VITAREDHAIR","Russian","NonEnglish"
"0000-00-00 00:00:00",,"274","175","2258490860",,"1","0000-00-00 00:00:00",,"GALLYNAA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"778","1903","2258612881",,"1","0000-00-00 00:00:00",,"GLOTOVGLEB","Russian","NonEnglish"
"0000-00-00 00:00:00",,"348","79","2258686231",,"1","0000-00-00 00:00:00",,"KRISLISOVSKAYA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"170","321","2258905670",,"1","0000-00-00 00:00:00",,"VLADIMIRVORONO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"517","1778","2259043658",,"1","0000-00-00 00:00:00",,"GRIGORANT","Russian","NonEnglish"
"0000-00-00 00:00:00",,"162","309","2259079032",,"1","0000-00-00 00:00:00",,"KURZINVADIMCHIC","Russian","NonEnglish"
"0000-00-00 00:00:00",,"488","202","2259273350",,"1","0000-00-00 00:00:00",,"ITSFOMA","Russian","NonEnglish"
